INT	STRING	STRING
10678	QSJS_442	#Wtrong th¶i kÏ Thß½ng Chu là mµt vû næ dung mÕo r¤t ð©p, ca múa r¤t hay, khi bi¬u di­n ðßþc mµt kë giàu có trong kinh thành ð¬ ý, mua v« làm vû næ cho mình.
10679	QSJS_443	#Wðªn nhà b¢ng hæu, b¢ng hæu g£p ðßþc #R
10680	QSJS_444	#Wr¤t vui m×ng, không chï ð¯i ðãi thân tình, mà còn s¡p xªp bi¬u di­n ca mua trong bu±i ti®c. Chï v×a th¤y cô vû næ múa, tß thª thß¾t tha, #R
10681	QSJS_445	#Wðã say mê, trong mµt lúc không rõ ðây là ca múa hay là tiên giáng tr¥n. Cô vû næ chính là #R
10682	QSJS_446	#W, hóa ra b¢ng hæu cüa #R
10683	QSJS_447	#Wchính là chü nhân giàu có ðó! Th¤y ðßþc #R
10684	QSJS_448	#Wdáng vë m¤t h°n, v¸ chü nhân ðó cß¶i nói r¢ng: "Có l¨ tài tØ ph¯i giai nhân! Nªu hi«n ð® phäi lòng cô vû næ này, thì ta s¨ t£ng cô ¤y cho hi«n ð®!" #R
10685	QSJS_449	#Wnghe ðßþc l¶i cüa chü nhân, s¡c m£t lµ v¨ sþ hãi, nhßng cô ¤y cûng hi¬u rõ mình chÆng qua chï là mµt vû næ?nhß v§y, #R
10686	QSJS_450	#Wtrong tình thª b¡t buµc cùng #R
10687	QSJS_451	#Wði.
10688	QSJS_452	#Wkhông ch¤p nh§n #R
10689	QSJS_453	#W, su¯t ngày cÑ khóc. Trong lòng #R
10690	QSJS_454	#Wcûng cäm th¤y có l²i #R
10691	QSJS_455	#W, v¾i dáng vë cüa mình, v¯n không xÑng l¤y mµt ngß¶i vþ yêu ki«u nhß v§y. Nhßng th¶i ðÕi loÕn lÕc, lÕi không yên tâm ð¬ mµt mình cô ¤y ði, chï có th¬ mµt lòng ð¯i xØ t¯t v¾i cô ¤y. T× t×, #R
10692	QSJS_456	#W b¸ nhân ph¦m và tài nång cüa #R
10693	QSJS_457	#Wchinh phøc, hai ngß¶i ðã ðªn v¾i nhau. Cùng nåm ðó, #R
10694	QSJS_458	#Wthi ð² ðång khoa, li«n quay v« thåm quê nhà, tÕm th¶i giæ #R
10695	QSJS_459	#W· lÕi kinh thành.
10696	QSJS_460	#Wtrong lúc thåm quê, thì g£p phäi b÷n t£c làm loÕn, kinh thành th¤t thü. #R
10697	QSJS_461	#Wmµt m£t lo l¡ng an nguy cho #R
10698	QSJS_462	#W, m£t khác lÕi mu¯n nghî cách bäo v® tính mÕng cüa mình, cô ¤y tin r¢ng cô ¤y và #R
10699	QSJS_463	#Wnh¤t ð¸nh s¨ g£p lÕi! #R 
10700	QSJS_464	#Wkhi t× quê quay v« kinh thành, kinh thành ðã nên hoang v¡ng! #R
10701	QSJS_465	#Wðã không còn biªt tin tÑc gì. Có ngß¶i nói #R
10702	QSJS_466	#Wcô ¤y có th¬ ðã b¸ gi£c giªt, #R
10703	QSJS_467	#Wl§p tÑc cäm th¤y ð¤t tr¶i søp ð±, anh ta không tin! Anh ta th« phäi tìm ðßþc #R
10704	QSJS_468	#W, do h÷ ðã t×ng h©n ß¾c bên nhau kiªp này.
10705	QSJS_469	#Wðã ðßþc làm th×a tß¾ng. Nhßng anh ta vçn không t× bö vi®c tìm tung tích cüa #R
10706	QSJS_470	#W. Mµt ngày kia thám tØ h°i báo có ngß¶i ðã trong miêu trên núi sau kinh thành g£p ðßþc #R
10707	QSJS_471	#W.#R
10708	QSJS_472	#Wv×a nghe, y phøc cûng không k¸p thay, liên chÕy ðªn ngôi miªu ðó. Anh ta không t× bö mµt manh m¯i nào. Trong miªu, anh ta g£p ðßþc ai cûng nhìn, gi¯ng nhß ngß¶i ðiên...ðµt nhiên anh ta th¤y ðßþc mµt bóng gi¯ng cô ¤y! Anh ta xông ðªn! Khi cô ¤y quay ngß¶i ði, anh ta kinh ngÕc la lên mµt tiªng "A!"
10709	QSJS_473	#Wngß¶i con gái ðó, chính là #R
10710	QSJS_474	#W. Ð¬ tránh h÷a, bäo v® sñ trong tr¡ng cho mình #R
10711	QSJS_475	#Wðã c¡t ði mái tóc dài, tñ hüy dung nhan, ¦n cß trong miªu này, s¯ng mi­n cßÞng qua ngày. Th¤y ðßþc #R
10712	QSJS_476	#W #R, 
10713	QSJS_477	#Wðã r½i l®, lúc này cô ¤y cäm th¤y ðã không th¬ cùng #R
10714	QSJS_478	#WxÑng ðôi næa. #R
10715	QSJS_479	#Wthª là nói: "Ngày ðó nß½ng tØ không chê ta, nay nß½ng tØ còn ð©p h½n lúc ðó!" Nhßng #R
10716	QSJS_480	#WlÕi chï l¡c ð¥u, không mu¯n cùng #R
10717	QSJS_481	#Wquay v«.
10718	QSJS_482	#Wli«n sai ngß¶i h¥u quay v« phü trß¾c, và gØi mµt bÑc thß cho hoàng ðª. Chính mình s¨ · lÕi miªu, m²i ngày viªt th½ t£ng cho #R
10719	QSJS_483	#W, ð¬ tö n²i lòng. #R
10720	QSJS_484	#Wcu¯i cùng ðã b¸ t¤m lòng cüa #R
10721	QSJS_485	#Wchinh phøc, n¡m tay cùng anh ta ði su¯t cuµc ð¶i.#r    Ðúng là: Ngang âm hoa minh ðµ kim sinh, châu liên bích hþp ðãi lai thª.
10722	QSJS_486	#Wlà thái tØ qu¥n là áo løa trong cung, #R
10723	QSJS_487	#Wlà cô gái thß½ng gia trong thông mình tài giöi ngoài cung. #R
10724	QSJS_488	#Wmµt l¥n xu¤t cung tu¥n du ðúng lúc bên b¶ sông vô tình g£p ðßþc #R
10725	QSJS_489	#W, #R
10726	QSJS_490	#Wv×a g£p #R
10727	QSJS_491	#Wthì ðã b¸ tß ch¤t cao nhã cüa cô ¤y thu hút. #R
10728	QSJS_492	#Wcûng vì tài ngh® cüa #R
10729	QSJS_493	#Wmà ðµng lòng, m¡t sáng lên.
10730	QSJS_494	#W và #R
10731	QSJS_495	#Wtình trong nhß ðã m£t ngoài còn e. Nhßng ngày vui ng¡n chÆng tày gang , ch¾p m¡t chiªn tranh §p ðªn. #R
10732	QSJS_496	#W, m£c khäi giáp, trong l«u väi u ám, là #R
10733	QSJS_497	#W, gøc ð¥u trên bàn mà ngü, khoác áo ngñ hàn. T¤t cä chï là trong ch¾p m¡t, chiªn tranh ðã mau chóng kªt thúc.
10734	QSJS_498	#Wðång quang hoàng ðª, #R 
10735	QSJS_499	#Wðßþc phong là hoàng h§u, #R
10736	QSJS_500	#Wtuy là hoàng h§u nhßng vi®c l¾n nhö trong h§u cung ð«u tñ mình lo li®u. #R
10737	QSJS_501	#Wcûng thß½ng dân, quäng nÕp hi«n th¥n. CÑ nhß v§y hai ngß¶i thåm höi ðµng viên lçn nhau, cùng tr¸ lí qu¯c gia.#r    Phong vân ðµt biªn, ngoÕi bang xâm phÕm, vì xã t¡c, #R
10738	QSJS_502	#Wquyªt ð¸nh ngñ giá thân chinh. #R
10739	QSJS_503	#Wthân m£c quân phøc, cßÞi chiªn mã, #R
10740	QSJS_504	#W, quay v« ðÑng nhìn thành mà nß¾c m¡t nhß mßa, gi½ cao trß¶ng thß½ng trong tay, gi¯ng nhß báo v¾i #R
10741	QSJS_505	#W: Ch¶ ta, ta nh¤t ð¸nh s¨ khäi hoàn mà quay v«!
10742	QSJS_506	#Wkhi dçn quân chiªn th¡ng quay v« tri«u, lÕi không th¤y #R
10743	QSJS_507	#W. Cho ðªn khi quay v« cung, m¾i biªt #R
10744	QSJS_508	#Wdo làm løng v¤t vä mà sinh b®nh, lÕi lo l¡ng cho ta mà s¯t ruµt, ðã qua ð¶i cách ðây mµt tháng.
10745	QSJS_509	#WðÑng l£ng mµt h°i lâu, nåm tháng ðã khiªn ông ¤y không còn phong nhã tài hoa næa, nhßng ông ¤y vçn ch¶ ðþi #R
10746	QSJS_510	#W??
10747	QSJS_511	#Wgi¯ng nhß th¤y ðßþc chính mình ðang ðÑng dß¾i hàng tinh kÏ, ðÕp lên cØa thành hùng tráng, nhìn s½n hà tráng l®, còn #R
10748	QSJS_512	#Wthân m£c nghê thß¶ng vû ý nép vào lòng mình...#r    Ðúng là: Thiªt mã ðãng ð¸ch kh¤u, hoa hÕ táng tình si.
10749	QSJS_513	    Th¶i kÏ ÐÕi Ðß¶ng th¸nh thª, #R
10750	QSJS_514	#Wlà mµt v¸ anh tu¤n trë tu±i cüa môn phái l¾n ð¥u tiên trên giang h°, võ ngh® cao cß¶ng, là ngß¶i thÆng th¡n, có công danh hi¬n hách trên giang h°.#r    th¶i th¸nh Ðß¶ng #R
10751	QSJS_515	#Wlà mµt thiên kim ti¬u thß cüa thª gia võ lâm, t× bé tu luy®n võ ngh®, tài giöi xinh ð©p, gan dÕ h½n ngß¶i.
10752	QSJS_516	#Wvõ công tu luy®n l¤y ngoÕi công mÕnh m¨ và nµi công hùng h§u nên danh. #R
10753	QSJS_517	#Wluy®n kÛ xäo Ám Khí gia truy«n ðªn tuy®t v¶i. #R
10754	QSJS_518	#W và #R
10755	QSJS_519	#Wð«u hß¾ng v« khí phách hi®p sî, thß¶ng vì thi®n tr× ác. Giæa h÷ tß½ng trþ lçn nhau, tuy hi¬u rõ ð¯i phß½ng, nhßng lÕi chßa t×ng có c½ hµi quen biªt.
10756	QSJS_520	#Wkhông may r½i vào cÑ ði¬m cüa kë ác. May nh¶ có #R
10757	QSJS_521	#Wk¸p th¶i truy ðu±i và tiêu di®t, ra tay cÑu giúp. Hai ngß¶i cùng b¡t tay di®t tr× kë ác. Khi chia tay, hai ngß¶i lßu luyªn không r¶i.
10758	QSJS_522	#W và #R
10759	QSJS_523	#Wt× sau khi cùng nhau tiêu di®t bö gi£c quen biªt nhau, ð«u nhung nh¾ không quên ð¯i phß½ng. Nhßng giang h° rµng l¾n, không h©n mà g£p thì th§t không d­. #R
10760	QSJS_524	#Wðành phäi l¤y tiªng ðªn thåm phø mçu #R
10761	QSJS_525	#W, ðªn nhà thåm höi, cu¯i cùng mµt l¥n næa g£p ðßþc #R
10762	QSJS_526	#W.Hai ngß¶i thª là h©n ß¾c v¾i nhau, cùng nhau tr×ng tr¸ kë ác trên giang h°.
10763	QSJS_527	#Wlão bang chü ðã l¾n tu±i, ông ta g÷i #R
10764	QSJS_528	#Wðªn trß¾c m£t, nói v¾i anh ta mµt bí m§t. Hóa ra #R
10765	QSJS_529	#Wkhi còn là ðÑa trë, lão bang chü ðã cÑu anh ta t× tay ngß¶i lái buôn, và nuôi dßÞng anh ta l¾n lên. Lão bang chü trong b÷c tã cüa #R
10766	QSJS_530	#W còn tìm ðßþc 1 Ám Khí ð£c bi®t cüa gia tµc #R
10767	QSJS_531	#W. Ám Khí này ðßþc gói r¤t bí m§t, không gi¯ng v§t sau này ð£t vào. Tinh này ð¯i v¾i #R
10768	QSJS_532	#Wnhß sét ðánh ngang ta, anh ta không biªt nên b¡t ð¥u t× ðâu?nhà
10769	QSJS_533	#Wlà ngß¶i thân? Hay là lë thù? Anh ta quyªt tâm ði«u tra rõ thân thª cüa mình, nhßng lão bang chü lúc này không may ðã chªt. #R
10770	QSJS_534	#Wðau lòng ðªn nhà #R
10771	QSJS_535	#Whöi vi®c này, nhßng nhà #R
10772	QSJS_536	#Wchßa m¤t ði ðÑa trë, trong tµc cûng ðã t×ng tiêu di®t vô s¯ b÷n t£c trên giang h°. #R
10773	QSJS_537	#Wr½i l® nói v¾i #R
10774	QSJS_538	#Wb¤t lu§n nhà #R
10775	QSJS_539	#W là ngß¶i thân hay kë thù cüa mình, e r¢ng h÷ không th¬ cùng nhau r°i. #R
10776	QSJS_540	#Wt× ðây lui ¦n giang h°, #R
10777	QSJS_541	#Wcä ð¶i chßa gä...#r    Chính là: Tø tán bän tÕi nh¤t ni®m gian, minh kính b° ð« tâm tñ an. Nhi næ tình c×u giang h° sñ, tÕo hoá huy«n di®u ðãi tân duyên
10778	ZXCM_090602_01	#Pngày hè ðªn t§p kích, lòng ngß¶i khô nóng. ThØ Ma qu¤y nhi­u, ý ð° làm hÕi nhân gian.#GTô Châu (186, 182)#YLß½ng ÐÕo Sî#P hi¬u ðßþc hi®u l®nh huy«n c½ trong ðó các v¸ ðÕi hi®p trþ sÑc vì dân tr× hÕi, mong các v¸ mau chóng ði giúp ðÞ!
10779	ZXCM_090602_02	Th¶i c½ t¯t nh¤t cüa #GTr÷ng Hà Tr× Ma#P ðã qua, các v¸ ðÕi hi®p n¡m b¡t th¶i c½, trß¾c #G22: 00#P ði tiêu di®t nó!
10780	ZXCM_090602_03	Th¶i c½ t¯t nh¤t cüa #GTr÷ng Hà Tr× Ma#P ðã qua, nªu hi®p sî ðã tiêu di®t ðßþc. Thì #Gtrß¾c 24g#P hôm nay giao nhi®m vø ð¬ nh§n ph¥n thß·ng!
10781	ZXCM_090602_04	Tr÷ng HÕ Tr× Ma
10782	ZXCM_090602_05	V« Tr÷ng HÕ Tr× Ma
10783	ZXCM_090602_06	    Nghe nói Trung Nguyên cách ðây ngàn nåm, Hoàng Ðª vì cÑu bá tính, ðã phong ¤n ThØ Ma · Hoàng Tuy«n. Mùa hÕ s¡p ðªn, vài tên ThØ Ma pháp lñc cao thâm ðã thoÕt khöi sñ trói buµc cüa bùa chú ði gây hÕi trên nhân gian.#r    Giæa mùa hè, #G19g ðªn 22g m²i thÑ tß#W là lúc ThØ Ma khá suy yªu. Nªu ðÕi hi®p n¡m b¡t th¶i c½ này tiêu di®t chúng, không chï tr× hÕi cho dân, mà còn có th¬ giúp nâng cao tu vi.
10784	ZXCM_090602_07	Thåm dò tung tích ThØ Ma
10785	ZXCM_090602_08	    ThØ Ma r¤t xäo quy®t, hành tung ¦n hi®n. Nên mu¯n tiêu di®t ThØ Ma, trß¾c tiên c¥n phäi biªt ðßþc tung tích cüa nó. Theo b¥n tång ðßþc biªt, cách Tô Châu không xa · #GThái H° (159, 187)#W có 1 cây #RHÑa Nguy®n Thø#W th¥n kÏ. Cây c± tu hành ngàn nåm! Dûng sî ðªn ðó xem xem, mµt là vì dân c¥u nguy®n, hai là nói không ch×ng có th¬ có ðßþc manh m¯i tung tích ThØ Ma.
10786	ZXCM_090602_09	S¯ nhi®m vø có th¬ nh§n ðã ðü
10787	ZXCM_090602_10	    Ðªn #GThái H°#{_INFOAIM159,187,4,HÑa Nguy®n Thø}#W tìm #YHÑa Nguy®n Thø#W, thåm dò tung tích ThØ Ma. Hãy nh¾ #Gtrß¾c 22g#W tr· v« #GTô Châu#RLß½ng ÐÕo Sî#{_INFOAIM186,182,1,Lß½ng ÐÕo Sî}#W.
10788	ZXCM_090602_11	Ðã tìm HÑa Nguy®n Thø:
10789	ZXCM_090602_12	Ðã có ðßþc manh m¯i:
10790	ZXCM_090602_13	    Hi®p sî có lòng vì nß¾c vì dân! Nguy®n v÷ng cüa các hÕ ta ðã giúp các hÕ thñc hi®n, mau quay v« tìm Lß½ng ÐÕo Sî ði.
10791	ZXCM_090602_14	    Hi®p sî có th¬ ðªn ch² HÑa Nguy®n Thø ð¬ thåm dò ðßþc tung tích cüa ThØ Ma không?
10792	ZXCM_090602_15	Nhi®m vø cüa các hÕ ðã quá hÕn.
10793	ZXCM_090602_16	Nhi®m vø thu§n lþi hoàn thành.
10794	ZXCM_090602_17	Tr× Ma V® ÐÕo
10795	ZXCM_090602_18	    HÑa Nguy®n Thø thông qua HÑa Nguy®n Di®p báo tung tích cüa ThØ Ma cho ta. Quä nhiên nhæng tên nghi®t súc này th§t xäo quy®t! Chúng hi®n gi¶ ¦n náu trong thân th¬ cüa mµt vài quái v§t · dã ngoÕi. Ðã không d­ b¸ phát hi®n, mà còn thông qua ðó kh¯ng chª th¥n kinh quái v§t, ð¬ ðÕt ðßþc møc ðích hãm hÕi nhân gian. Hi®n gi¶ nh¶ các hÕ ði ðánh bái nhæng quái v§t b¸ ThØ Ma kh¯ng chª, ð¬ ThØ Ma không th¬ ¦n hình næa, ð¬ giúp ta phong ¤n ThØ Ma.
10796	ZXCM_090602_19	Ðã xua ðu±i:
10797	ZXCM_090602_20	    Các hÕ ðã b¸ quái v§t ThØ Ma xâm nh§p ðánh bÕi phäi không? Nªu ðã xua ðu±i ThØ Ma r°i, chúng tôi có th¬ b¡t ð¥u phong ¤n ThØ Ma.
10798	ZXCM_090602_21	Dàn tr§n phong ma
10799	ZXCM_090602_22	    Sau cùng còn c¥n ðÕi hi®p giúp ta 1 vi®c. Mang Bång Tâm Tiªt Trßþng này, ðªn Thái H°, Tây H°, Tung S½n, Vô Lßþng S½n, Kiªm Các và Ðôn Hoàng thiªt l§p phong ma tr§n pháp.#r    #GNh¡c nh·: Nªu cµt ðÕo cø nhi®m vø cüa các hÕ ðã ð¥y, sau khi bö ðÕo cø c¥n thiªt nào ðó r°i hãy nh§n nhi®m vø này.
10800	ZXCM_090602_23	Sau khi ch×a tr¯ng 1 cµt ðÕo cø nhi®m vø, r°i hãy nh§n nhi®m vø.
10801	ZXCM_090602_24	S¡p ð£t Tiªt Trßþng còn có khoäng cách.
10802	ZXCM_090602_25	Các hÕ ðã s¡p ð£t Tiªt Trßþng · n½i này.
10803	ZXCM_090602_26	#H—
10804	ZXCM_090602_27	#HS¡p ð£t:
10805	ZXCM_090602_28	    Các hÕ ðã s¡p xªp t¤t cä Tiªt Trßþng xong chßa. Nªu ðã hoàn thành, ta có th¬ b¡t ð¥u tri¬n khai ni®m chú phong ¤n ThØ Ma.
10806	ZXCM_090602_29	#PTr× Ma V® ÐÕo, lÕi phong ¤n sÑc lñc cüa ThØ Ma. Không chï khiªn cho ngày hè càng thêm mát më, mà cûng khiªn cho tu vi cüa mình càng ðßþc tång cao, th§t ðúng là nh¤t cØ lßÞng ti®n.
10807	ZXCM_090602_30	    Ðªn 
10808	ZXCM_090602_31	Ði ðánh bÕi
10809	ZXCM_090602_32	, xua ðu±i ThØ Ma t× thân th¬ quái v§t. Hãy nh¾ #Gtrß¾c 22g#W tr· v« #GTô Châu#RLß½ng ÐÕo Sî#{_INFOAIM186,182,1,Lß½ng ÐÕo Sî}#W.
10810	ZXCM_090602_33	    Giúp Lß½ng ÐÕo Sî ðªn #GThái H°#{_INFOAIM160,252,4,-1}#W, #GTây H°#{_INFOAIM170,235,30,-1}#W, #GTung S½n#{_INFOAIM275,85,3,-1}#W, #GVô Lßþng S½n#{_INFOAIM53,264,6,-1}#W, #GKiªm Các#{_INFOAIM130,135,7,-1}#W?#GÐôn Hoàng#{_INFOAIM260,260,8,-1}#W thiªt l§p phong ma tr§n pháp. Hãy nh¾ #G trß¾c 22g#W tr· v« #GTô Châu#RLß½ng ÐÕo Sî#{_INFOAIM186,182,1,Lß½ng ÐÕo Sî}#W.
10811	ZXCM_090602_34	Ð£t tÕi Vô Lßþng S½n:
10812	ZXCM_090602_35	Ð£t tÕi Kiªm Các:
10813	ZXCM_090602_36	Ð£t tÕi Ðôn Hoàng:
10814	ZXCM_090602_37	Ð£t tÕi Thái H°:
10815	ZXCM_090602_38	Ð£t tÕi Tung S½n:
10816	ZXCM_090602_39	Ð£t tÕi Tây H°:
10817	ZXCM_090602_40	    #G19g ðªn 22g m²i thÑ tß, khi ThØ Ma suy yªu nh¤t, ðÕi hi®p  #Gc¤p 30#W tr· lên có th¬ ðªn ch² ta tham dñ hoÕt ðµng #Ytr÷ng HÕ Tr× Ma#W.#r    Ð¥u tiên tìm tung tích cüa ThØ Ma, sau ðó ði xua ðu±i ThØ Ma, sau cùng dàn tr§n phong ¤n ThØ Ma. Sau khi hoàn thành phong ¤n ThØ Ma, các hÕ s¨ ðÕt ðßþc ph¥n thß·ng r¤t nhi«u kinh nghi®m.
10818	KLS_090604_01	  Ta ðªn t× Tháp Lý Mµc, luôn ngßÞng mµ Côn Lôn Ng÷c Hß ÐÕo Trß·ng, nên lu¯n mu¯n bái nh§p môn hÕ cüa ông ¤y, ta nghî nh¤t ð¸nh có th¬ thành công!
10819	KLS_090604_02	  Tai h÷a nåm ðó, th§t ðúng là nhìn th¤y mà ðau lòng! Nay 30 nåm sau, lÕi có tin ð°n nói r¢ng Minh Giáo chí bäo tái hi®n · Côn Lôn ta, xem ra, không ðßþc yên ±n r°i!
10820	KLS_090604_03	  Võ Lâm quanh nåm ðçm máu, Côn Lôn phúc ð¸a cûng không th¬ tránh b¸ liên løy. Ðành phäi phái Tiên Lµc, Linh HÕc, Khai Minh Thú, Thái Vân Tiên, Linh Kiªm Sî và Ti¬u ÐÕo Ð°ng ðªn tr¤n giæ, c¯ g¡ng không ð¬ Côn Lôn b¸ t±n th¤t nhi«u.
10821	KLS_090604_04	  Côn Lôn quanh nåm mây mù bao phü, ð©p vô cùng! Khiªn cho nhæng nhân sî Trung Nguyên ðó thi nhau ðªn, th¶i gian trß¾c Ti¬u Ca · ÐÕi Lý còn sai ngß¶i ðªn c¥u xin Lµc Giác S½, nói r¢ng mu¯n ðßa cho Vß½ng cô nß½ng mà trong lòng ngßÞng mµ.
10822	KLS_090604_05	  M²i ngày ta ð«u ði tìm Lão Cån thúc, nghe ông ¤y k¬ v« câu chuy®n ðÕi hi®p Trung Nguyên. Lão Cån Thúc nói ta r¤t ngßÞng mµ ông ¤y! Th§t ra không phäi! Ta chï ngßÞng mµ Tiêu anh hùng ðÕi nghîa dân tµc ðó! Có 1 ngày, ta mu¯n ðªn Trung Nguyên, gia nh§p môn phái ta ngßÞng mµ trong lòng, bß¾c vào giang h°!
10823	KLS_090604_06	  G¥n ðây, cÑ có mµt vài ngß¶i hóa trang trên giang h° xu¤t hi®n xung quanh ðây. H÷ là ngß¶i ðªn Côn Lôn S½n sån Lµc phäi không?
10824	KLS_090604_07	  Lão Cån ta h÷c rµng hi¬u nhi«u! Ta ðã träi qua r¤t nhi«u chuy®n, nhßng t¤t cä không là gì, ta cûng ðã t×ng t§n m¡t chÑng kiªn cänh 3 ðÕi hi®p Tiêu Phong, Ðoàn dñ và Hß Trúc kªt nghîa, th§t là oanh li®t...
10825	KLS_090604_08	  Ð×ng th¤y chæ tên ta có chút "ác ðÕo", ta là mµt phø næ còn nhà lành! S¯ng dß¾i chân Côn Lôn S½n mµt ð¶i, m²i ngày nghe tên lão ð¥u ðó ba hoa, cûng th¤y s¯ng vui vë hÕnh phúc r°i!
10826	XCHQ_90601_1	    M²i khi ðªn giæa mùa hÕ, các ðÕi hi®p có th¤y nóng bÑc khó ch¸u không? Lß½ng ðÕo sî ta tñ có phß½ng pháp tr× nóng. Không Biªt ðÕi hi®p tìm ta có chuy®n gì?
10827	XCHQ_90601_2	Ð±i Hàn Tuy«n KÏ Thüy
10828	XCHQ_90601_3	Ð±i Hàn Tuy«n KÏ Thüy Ph¯i Phß½ng
10829	XCHQ_90601_4	V« Hàn Tuy«n KÏ Thüy
10830	XCHQ_90601_5	S¯ lßþng HÕ Thi«n các hÕ mang ðªn không ðü 10, hãy thu th§p ðü s¯ lßþng r°i ðªn ð±i.
10831	XCHQ_90601_6	Các hÕ không có ðü HÕ Thi«n có th¬ b¸ kh¤u tr×, hãy ki¬m tra v§t ph¦m có khóa hay không.
10832	XCHQ_90601_7	Sau khi ch×a 1 ô tr¯ng trong cµt ðÕo cø r°i hãy ðªn ð±i.
10833	XCHQ_90601_8	Các hÕ ðã ð±i 1 bình Hàn Tuy«n KÏ Thüy thành công.
10834	XCHQ_90601_9	S¯ lßþng HÕ Thi«n mà các hÕ mang ðªn không ðü 120, hãy thu th§p ðü s¯ lßþng r°i ðªn ð±i.
10835	XCHQ_90601_10	Các hÕ ðã ðÕt ðßþc Hàn Tuy«n KÏ Thüy Ph¯i Phß½ng.
10836	XCHQ_90601_11	#PSau khi u¯ng
10837	XCHQ_90601_12	#YHàn Tuy«n Kinh Tâm Phi Dß½ng#W#r    ngày hè nói chuy®n phím, có tâm phi«n không? Thu th§p #YHÕ Thi«n#W ð±i #YHàn Tuy«n KÏ Thüy#W, sau khi dùng s¨ ðÕt ðßþc các loÕi trÕng thái nâng cao nång lñc.#r    Thu th§p #G10#YHÕ Thi«n#W thì có th¬ ð±i #G1 bình#W Tuy«n Thüy.#r    Thu th§p #G120#W, thì có th¬ ð±i ðßþc #GTuy«n Thüy Ph¯i Phß½ng#W. Dùng ph¯i phß½ng chª thành 1 bình Tuy«n Thüy chï c¥n #G5#YHÕ Thi«n#W.
10838	XCHQ_90601_13	Kh¤u tr× HÕ Thi«n th¤t bÕi
10839	XCHQ_90601_14	#P ðµt nhiên cäm th¤y #Ytinh th¥n säng khoái#P, lñc công kích nâng cao nhi«u.
10840	XRHB_09515_01	#gFF0FA0BÕn tín nhi®m
10841	XRHB_09515_02	Thêm, giäi tr×, tra xem ð°ng ðµi tín nhi®m. M²i ngß¶i ch½i nhi«u nh¤t có 10 ð°ng ðµi tín nhi®m.
10842	XRHB_09515_03	Giäi tr×
10843	XRHB_09515_04	Ch÷n ngß¶i ch½i trong bäng và nh¤n nút thì có th¬ l§p tÑc giäi tr× quan h® ð°ng ðµi tín nhi®m.
10844	XRHB_09515_05	Thêm
10845	XRHB_09515_06	Nh§p ID ngß¶i ch½i, r°i nh¤n nút, sau 3 ngày có th¬ thêm thành ð°ng ðµi tín nhi®m, m²i ngß¶i ch½i nhi«u nh¤t có th¬ có 10 ð°ng ðµi tín nhi®m.
10846	XRHB_09515_07	ID
10847	XRHB_09515_08	Nh§p ID ngß¶i ch½i mu¯n thêm thành ð°ng ðµi tín nhi®m, sau ðó nh¤n nút thêm.
10848	XRHB_09515_09	Các hÕ hãy nh§p ID ð¯i phß½ng trß¾c.
10849	XRHB_09515_10	Nhân v§t không t°n tÕi.
10850	XRHB_09515_11	Không th¬ l¤y ID cüa mình xem là ð¯i tßþng nh§p.
10851	XRHB_09515_12	Ngß¶i ch½i này ðã là ð°ng ðµi tín nhi®m cüa các hÕ.
10852	XRHB_09515_13	S¯ lßþng ð°ng ðµi tín nhi®m cüa các hÕ ðã ðü.
10853	XRHB_09515_14	#gFF0FA0Giäi tr× ð°ng ðµi tín nhi®m
10854	XRHB_09515_15	Các hÕ ð°ng ý mu¯n cùng
10855	XRHB_09515_16	Giäi tr× quan h® tín nhi®m phäi không?
10856	XRHB_09515_17	#GGiæa m÷i ngß¶i là quan h® ð°ng ðµi tín nhi®m, sau khi giao d¸ch v§t ph¦m quý s¨ không b¡t buµc thêm khóa.
10857	XRHB_09515_18	#Gquan h® tín nhi®m ð°ng ðµi giæa m÷i ngß¶i là mµt hß¾ng ho£c vçn chßa có hi®u quä, sau khi giao d¸ch v§t ph¦m quý s¨ b¸ b¡t buµc thêm khóa. Trong h² trþ tín nhi®m ð°ng ðµi trong giao di®n häo hæu, có th¬ tra thông tin liên quan chÑc nång tín nhi®m ð°ng ðµi.
10858	XRHB_09515_19	#GGiæa m÷i ngß¶i không t°n tÕi quan h® tín nhi®m ð°ng ðµi hai bên, sau khi giao d¸ch v§t ph¦m quý s¨ b¸ b¡t buµc thêm khóa. Trong h² trþ tín nhi®m ð°ng ðµi trong giao di®n häo hæu, có th¬ tra ðßþc thông tin liên qua ðªn chÑc nång tín nhi®m ð°ng ðµi.
10859	XRHB_09515_20	Giæa m÷i ngß¶i không t°n tÕi quan h® tín nhi®m ð°ng ðµi hai bên, sau khi giao d¸ch v§t ph¦m quý s¨ b¸ b¡t buµc thêm khóa. Trong h² trþ tín nhi®m ð°ng ðµi trong giao di®n häo hæu, có th¬ tra ðßþc thông tin liên qua ðªn chÑc nång tín nhi®m ð°ng ðµi.
