INT	INT	INT	INT	STRING	STRING	STRING	INT	INT
1529	247	35	195	Lý Bách			2	5
1530	247	30	43	La Sa			2	5
1531	247	32	42	Ð« Na			2	5
1532	247	40	31	Tây Á L²			2	5
1533	247	30	198	Trß½ng B¢ng S½			2	5
1534	247	18	179	Trác B¯i Nhî			2	5
1535	247	115	38	Thñc Hü Ði¬u			1	5
1536	247	121	98	Sa Tr¥n			1	5
1537	247	77	128	Sa MÕc Dã Nhân			1	5
1538	247	142	147	Sa MÕc Li®p C¦u			1	5
1539	247	202	46	Sa MÕc Chiªn Sî			1	5
1540	247	80	223	Sa MÕc Vu Sß			1	5
1541	251	68	23	D¸ch chuy¬n: Höa Di®m S½n		V§n chuy¬n	99	2
1542	251	65	33	C¤m V® Ðô Th¯ng	Chiªu L®nh Ban B¯ Nhi®m Vø	Chiªu L®nh	2	3
1543	251	39	94	B¡c Phß½ng ÐÕo T£c			1	5
1544	251	50	82	B¡c Phß½ng Cß¶ng ÐÕo			1	5
1545	251	82	81	Dñc Ngßu			1	5
1546	251	89	78	Thiªt Dñc Ngßu			1	5
1547	251	96	45	Hoang Nguyên Yªt			1	5
1548	251	78	42	Tây Vñc Mã Phï			1	5
1549	252	105	105	D¸ch chuy¬n: Cao Xß½ng		V§n chuy¬n	99	2
1550	252	103	86	C¤m V® Ðô Th¯ng	Chiªu L®nh Ban B¯ Nhi®m Vø	Chiªu L®nh	2	3
1551	252	73	91	Phª Khß Khüng Yªt			1	5
1552	252	35	59	Khô Tâu Binh			1	5
1553	252	55	90	Tây Vñc Vu Y			1	5
1554	252	50	46	Tây Vñc Tát Mãn			1	5
1555	252	72	42	Tây Vñc Thiªt T£c			1	5
1556	252	93	31	Tây Vñc Kiªp Phï			1	5
1557	253	34	18	Chuy¬n d¸ch: Tháp Lý Mµc		V§n chuy¬n	99	2
1558	253	41	23	C¤m V® Ðô Th¯ng	Chiªu L®nh Ban B¯ Nhi®m Vø	Chiªu L®nh	2	3
1559	253	101	32	Thñc Hü Ði¬u			1	5
1560	253	26	104	Sa Tr¥n			1	5
1561	253	39	48	Sa MÕc Dã Nhân			1	5
1562	253	57	33	Sa MÕc Li®p C¦u			1	5
1563	253	101	78	Sa MÕc Chiªn Sî			1	5
1564	253	84	98	Sa MÕc Vu Sß			1	5
1565	249	195	235	B¯i cänh: Lâu Lan		V§n chuy¬n	99	2
1566	249	47	21	Trß·ng cänh: Tát Mã		V§n chuy¬n	99	2
1567	249	20	210	B¯i cänh: Hãn Huyªt Lînh		V§n chuy¬n	99	2
1568	249	124	215	Lâm T¢ng			2	5
1569	249	154	210	Lan Sách An			2	5
1570	249	232	128	Tô M§u			2	5
1571	249	222	135	Trß½ng B¢ng Uy			2	5
1572	249	123	58	Liêu Qu¯c Tát Mãn			1	5
1573	249	212	73	Gia Lu§t Diên			1	5
1574	249	170	186	Mã Trß¶ng Thü V®			1	5
1575	249	184	132	Tu¥n Mã Sß			1	5
1576	249	32	146	ÐÕi Uy¬n Mã			1	5
1577	249	87	38	Liêu Qu¯c Chiªn Sî			1	5
1578	255	96	87	B¯i cänh: ÐÕi Uy¬n		V§n chuy¬n	99	2
1579	255	84	80	C¤m V® Ðô Th¯ng	Chiªu L®nh Ban B¯ Nhi®m Vø	Chiªu L®nh	2	3
1580	255	82	91	Liêu Qu¯c Chiªn Sî			1	5
1581	255	82	56	Tu¥n Mã Sß			1	5
1582	255	51	94	Liêu Qu¯c Tát Mãn			1	5
1583	255	40	68	ÐÕi Uy¬n Mã			1	5
1584	255	33	41	Mã Trß¶ng Thü V®			1	5
1585	260	138	147	Ng÷c Long	NPC Nhi®m vø		7	5
1586	260	138	153	Cáp Ba	Thß½ng nhân buôn bán ph¯i phß½ng	Ph¯i Phß½ng	6	3
1587	260	202	211	T× Hà Khách	D¸ch trÕm: Ông chü d¸ch trÕm	V§n chuy¬n	99	2
1588	260	65	167	Kim Sa	NPC Nhi®m vø		7	5
1589	260	65	164	Thß½ng Lan	NPC Nhi®m vø		7	5
1590	260	171	46	Hùng Kiªm	Ông chü ti®m Vû khí, Giám ð¸nh	Giám ð¸nh	5	4
1591	260	171	40	Mã Lân	Ti¬u nh¸ cüa ti®m vû khí	Vû khí	6	3
1592	260	89	165	Vû Vån Yªn	Sß phø kÛ nång khai khoáng	 Khai khoáng 	5	4
1593	260	92	162	Ðß¶ng Minh	ÐÕi Sß Ðúc Kiªm	 ðúc khuôn 	5	4
1594	260	200	258	Tr¥n Tø Tài	Ti«n trang lão bän	Ti«n trang	5	4
1595	260	200	253	H¥u bàn Lßu	Ti«n trang ti¬u nh¸	Ti«n trang	5	4
1596	260	200	263	H¥u bàn Løc	Ti«n trang ti¬u nh¸	Ti«n trang	5	4
1597	260	200	248	Tr¥n M£c	Ðß½ng ph¯ tài li®u thß½ng nhân	NL	6	3
1598	260	109	126	Vân Thiên Thiên	Phß¶ng chü Trùng Ði¬u phß¶ng	Thú	6	3
1599	260	193	128	Bäo Dß	Ti®m rßþu Chß·ng Cñ	TØu ðiªm	6	5
1600	260	192	144	Hác Sái	ÐÕi sß n¤u ån	 N¤u nß¾ng 	5	4
1601	260	190	147	NguÜ Cänh	ÐÕi sß hái thu¯c	 Hái dßþc 	5	4
1602	260	190	150	Tß½ng Minh Hiên	ÐÕi sß chª duþc	 Chª dßþc 	5	4
1603	260	105	94	BÕch Thäo	Dßþc ðiªm lão bän	Ti®m thu¯c	6	3
1604	260	89	129	Châu Bäo Quª	Ông chü ti®m phøc sÑc	Trang sÑc	6	3
1605	260	81	124	Ban Ni Lµ	Ông chü ti®m phøc trang	Phøc Trang	6	3
1606	260	134	85	Kinh Khäm Thñc	Bäo ThÕch công tßþng	Bäo thÕch	5	4
1607	260	147	119	Cao Tiªu	Lînh song	Lînh song	5	4
1608	260	124	185	H° Tùng L§p	Thß½ng nhân nguyên li®u	NL	6	3
1609	260	158	117	Ôn Li­u	TÕp hóa thß½ng nhân	TÕp hóa	6	3
1610	260	216	154	Tôn Phäng Trang	Hu¤n luy®n kÛ nång câu cá	 Câu cá 	5	4
1611	260	76	125	Ki«u Th÷	ÐÕi sß may vá	 May m£c 	5	4
1612	260	131	198	Cänh Cung D§t	Sß phø kÛ nång công ngh®	 Công ngh® 	5	4
1613	260	282	278	Trß½ng Di®c Ði«n	Nông Nghi®p ÐÕi Sß	Nông Nghi®p	5	4
1614	260	154	130	Vß½ng Tiêu	CÕnh KÛ Trß¶ng	CÕnh KÜ	5	4
1615	260	25	288	Lý Minh Dß½ng	Chuy¬n d¸ch (chuy¬n d¸ch ðªn Thß½ng S½n)	V§n chuy¬n	99	2
1616	260	168	301	Mµc TrÕch	Nhi®m vø k¸ch tình		7	5
1617	260	172	300	Mµc Hoa	Nhi®m vø k¸ch tình		7	5
1618	260	176	301	Mµc Duçn	Nhi®m vø k¸ch tình		7	5
1619	260	161	220	Lµ Hæu	Nhi®m vø k¸ch tình		7	5
1620	260	244	116	Trß½ng TrÕch C¯c	Nhi®m vø k¸ch tình		7	5
1621	260	141	73	Dß Hoa Bình	Nhi®m vø k¸ch tình		7	5
1622	260	102	158	Dß½ng H°ng Nhßþc	Nhi®m vø k¸ch tình		7	5
1623	260	176	199	Lý Tiêu	Nhi®m vø k¸ch tình		7	5
1624	260	176	201	Lý Dao	Nhi®m vø k¸ch tình		7	5
1625	260	259	90	Tri®u Hân Lê	Nhi®m vø k¸ch tình		7	5
1626	260	85	74	Trình Ti¬u Vân	Nhi®m vø k¸ch tình		7	5
1627	260	86	73	Ti«n Ti¬u Giang	Nhi®m vø k¸ch tình		7	5
1628	260	84	76	Ðinh Ti¬u Lâm	Nhi®m vø k¸ch tình		7	5
1629	260	180	113	Khß½ng B°ng Thành	Nhi®m vø k¸ch tình		7	5
1630	260	182	113	Vß½ng MÕc Hàn	Nhi®m vø k¸ch tình		7	5
1631	260	242	153	Løc Li­u Ca Ca	Nhi®m vø k¸ch tình		7	5
1632	260	150	152	Lý Dã	Chuy¬n ðªn Phøng Hoàng C± Thành	V§n chuy¬n	99	2
1633	262	226	237	Bän ð°: Kiªm Các		V§n chuy¬n	99	2
1634	262	25	40	B¯i cänh: Ð¸a Cung 2		V§n chuy¬n	99	2
1635	262	173	112	Ki®m Ð¸nh	Giám ð¸nh	Giám ð¸nh	2	3
1636	262	229	199	Cao Thång Thái	NPC Nhi®m vø		2	3
1637	262	231	141	Tr¥n Trß¶ng Lão	NPC Nhi®m vø		2	3
1638	262	230	213	C¤m V® Ðô Th¯ng	Chiªu L®nh Ban B¯ Nhi®m Vø	Chiªu L®nh	2	3
1639	262	204	153	Mµ Huy®t Giáp Trùng			1	5
1640	262	160	142	ÐÕo mµ t£c 			1	5
1641	262	109	179	Ð¸a Cung Công Tßþng			1	5
1642	262	57	208	U C¤m Thü V®			1	5
1643	263	235	225	B¯i cänh: Ð¸a Cung 1		V§n chuy¬n	99	2
1644	263	96	164	B¯i cänh: Ð¸a Cung 3		V§n chuy¬n	99	2
1645	263	211	218	Lý Ngang Th¥n	NPC Nhi®m vø		2	5
1646	263	171	230	Hôi Bào Lão Giä	NPC Nhi®m vø		2	5
1647	263	213	231	C¤m V® Ðô Th¯ng	Chiªu L®nh Ban B¯ Nhi®m Vø	Chiªu L®nh	2	3
1648	263	50	216	T¥n Hoàng Tinh Binh Dûng			1	5
1649	263	55	129	C½ Quan ThÕch Nhân			1	5
1650	263	37	78	Ð¸a Cung U Linh			1	5
1651	263	168	155	U Linh Tª Tñ			1	5
1652	264	237	216	B¯i cänh: Ð¸a Cung 2		V§n chuy¬n	99	2
1653	264	220	225	C¤m V® Ðô Th¯ng	Chiªu L®nh Ban B¯ Nhi®m Vø	Chiªu L®nh	2	3
1654	264	213	182	T¥n Tß¾ng Hµ V®			1	5
1655	264	41	87	T¥n Tß¾ng Th¸ V® 			1	5
1656	264	219	94	C½ Quan Thü V®			1	5
1657	264	130	84	T¥n Hoàng Chi Phách			1	5
1658	264	132	33	Trß¶ng cänh: Ð¸a Cung TÑ		V§n chuy¬n	99	2
1659	292	25	31	B¯i cänh: Ð¸a Cung 3		V§n chuy¬n	99	2
1660	292	45	35	C¤m V® Ðô Th¯ng	Chiªu L®nh Ban B¯ Nhi®m Vø	Chiªu L®nh	2	3
1661	292	73	134	T¥n Lång Bi¬n BÑc			1	5
1662	292	197	190	T¥n Lång Ngñ V®			1	5
1663	292	76	202	T¥n Lång Táng Phi			1	5
1664	292	64	202	Ðª H§u			1	5
1665	182	96	158	Bän ð°: Thiªu Lâm Tñ		V§n chuy¬n	99	2
1666	182	96	110	Mµc Nhân Lâu La			1	5
1667	182	96	80	Mµc Nhân Tinh Anh			1	5
1668	182	40	98	Mµc Nhân võ sî			1	5
1669	184	98	159	B¯i cänh: Quang Minh Ði®n		V§n chuy¬n	99	2
1670	184	98	124	M§t Thám Tiên Phong			1	5
1671	184	98	90	Thanh KÏ Thám Mã			1	5
1672	184	98	72	Lam KÏ Thám Mã			1	5
1673	183	91	159	Bän ð°: Cái Bang		V§n chuy¬n	99	2
1674	183	92	140	Phøc C×u Ác H¥u			1	5
1675	183	44	114	Cß¶ng Tráng Ác H¥u			1	5
1676	183	92	110	Tinh Tráng Ác H¥u			1	5
1677	185	95	192	Bän ð°: Núi Võ Ðang		V§n chuy¬n	99	2
1678	185	86	170	Yêu D¸ Tâm Ma			1	5
1679	185	76	130	Phá Sân Tâm Ma			1	5
1680	185	46	58	Sát Døc Tâm Ma			1	5
1681	188	89	146	Bän ð°: Núi Nga My		V§n chuy¬n	99	2
1682	188	142	102	Nga My BÕch My Ác Viên			1	5
1683	188	96	86	Nga My Lþi Träo Ác Viên			1	5
1684	188	38	46	Nga My Hung Nhu			1	5
1685	189	96	142	Bän ð°: Tinh Túc Häi		V§n chuy¬n	99	2
1686	189	96	126	Mµc Vß½ng Tri Thù			1	5
1687	189	118	112	Thüy Vß½ng Tri Thù			1	5
1688	189	96	86	Höa Vß½ng Tri Thù			1	5
1689	186	96	142	Bän ð°: Thiên Long Tñ		V§n chuy¬n	99	2
1690	186	96	120	Di®t Yêu Khôi L²i			1	5
1691	186	96	90	Tru Tiên Khôi L²i			1	5
1692	186	54	72	Thí Th¥n Khôi L²i			1	5
1693	190	95	148	Bän ð°: Thiên S½n		V§n chuy¬n	99	2
1694	190	96	110	Thiên S½n Ti¬u Tuyªt Quái			1	5
1695	190	96	86	Thiên S½n ÐÕi Tuyªt Quái			1	5
1696	190	96	50	Thiên S½n Tuyªt Quái Vß½ng			1	5
1697	187	44	129	Bän ð°: Lång Ba Ðµng		V§n chuy¬n	99	2
1698	187	52	72	Hü Th¬ Khôi L²i			1	5
1699	187	120	140	Thñc Tâm Khôi L²i			1	5
1700	187	146	58	Hóa Phách Khôi L²i			1	5
1701	238	32	12	H° ti¬u tiên		V§n chuy¬n	2	1
1702	238	32	45	La Thanh Vân	Lînh 2 l¥n kinh nghi®m	Lînh song	2	4
1703	239	32	12	H° ti¬u tiên		V§n chuy¬n	2	1
1704	239	32	45	La Thanh Vân	Lînh 2 l¥n kinh nghi®m	Lînh song	2	4
1705	240	32	12	H° ti¬u tiên		V§n chuy¬n	2	1
1706	240	32	45	La Thanh Vân	Lînh 2 l¥n kinh nghi®m	Lînh song	2	4
1707	241	32	12	H° ti¬u tiên		V§n chuy¬n	2	1
1708	241	32	45	La Thanh Vân	Lînh 2 l¥n kinh nghi®m	Lînh song	2	4
1709	271	32	12	Kiªm Thao	Chuy¬n ðªn LÕc Dß½ng	V§n chuy¬n	2	2
1710	164	88	40	Bän ð°: Tây H°		V§n chuy¬n	99	2
1711	164	79	45	Lång Ch¤n	Oanh Thiên Lôi		2	3
1712	164	271	175	Trào Ðoan L­			2	3
1713	164	270	187	Chu Ðôn Nho			2	3
1714	164	275	183	Lý Quang			2	3
1715	164	277	187	Hoang Ðình Kiên			2	3
1716	164	280	183	Tô ThÑc			2	3
1717	164	279	182	Tri«u Vân			2	3
1718	164	231	118	Ðào Yêu Yêu	Ðào Hoa Tr§n	Dàn tr§n	2	2
1719	254	96	32	Trß¶ng cänh: Côn Lôn S½n		V§n chuy¬n	99	2
1720	254	100	39	C¤m V® Ðô Th¯ng	Chiªu L®nh Ban B¯ Nhi®m Vø	Chiªu L®nh	2	3
1721	254	28	24	Tiên Lµc			1	5
1722	254	61	44	Linh HÕc			1	5
1723	254	82	82	Khai Minh Thú			1	5
1724	254	59	102	Ti¬u ÐÕo Ð°ng			1	5
1725	254	72	103	Thái Vân Tiên			1	5
1726	254	39	76	Linh Kiªm Sî			1	5
1727	248	109	15	B¯i cänh: Tháp Lý Mµc		V§n chuy¬n	99	2
1728	248	21	231	Trß¶ng cänh: Phúc Ð¸a		V§n chuy¬n	99	2
1729	248	82	31	Tiên Lµc			1	3
1730	248	201	28	Linh HÕc			1	3
1731	248	210	85	Khai Minh Thú			1	3
1732	248	94	127	Ti¬u ÐÕo Ð°ng			1	3
1733	248	133	195	Thái Vân Tiên			1	3
1734	248	45	201	Linh Kiªm Sî			1	3
1735	248	25	32	Khäi ÐÕt Nhî			2	3
1736	248	162	163	Ng÷c Hß ÐÕo Trß·ng			2	3
1737	248	121	20	Ng÷c Tiên TØ			2	3
1738	248	34	23	C¦m s¡t			2	3
1739	248	36	23	C¦m Nguyên			2	3
1740	248	212	154	Thanh Tùng			2	3
1741	248	230	153	Ngßu Lão Cån			2	3
1742	248	222	158	Diêm Trung HÕ			2	3
1743	273	82	80	Bän ð°: ÐÕi Lý		V§n chuy¬n	99	2
1744	273	8	61	Bän ð°: ÐÕi Lý		V§n chuy¬n	99	2
1745	273	73	79	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1746	273	10	53	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1747	274	82	80	Bän ð°: ÐÕi Lý		V§n chuy¬n	99	2
1748	274	8	61	Bän ð°: ÐÕi Lý		V§n chuy¬n	99	2
1749	274	73	79	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1750	274	10	53	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1751	275	82	80	Bän ð°: ÐÕi Lý		V§n chuy¬n	99	2
1752	275	8	61	Bän ð°: ÐÕi Lý		V§n chuy¬n	99	2
1753	275	73	79	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1754	275	10	53	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1755	276	82	80	Bän ð°: ÐÕi Lý		V§n chuy¬n	99	2
1756	276	8	61	Bän ð°: ÐÕi Lý		V§n chuy¬n	99	2
1757	276	73	79	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1758	276	10	53	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1759	277	82	80	Bän ð°: ÐÕi Lý		V§n chuy¬n	99	2
1760	277	8	61	Bän ð°: ÐÕi Lý		V§n chuy¬n	99	2
1761	277	73	79	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1762	277	10	53	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1763	278	82	80	Bän ð°: ÐÕi Lý		V§n chuy¬n	99	2
1764	278	8	61	Bän ð°: ÐÕi Lý		V§n chuy¬n	99	2
1765	278	73	79	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1766	278	10	53	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1767	279	82	80	Bän ð°: ÐÕi Lý		V§n chuy¬n	99	2
1768	279	8	61	Bän ð°: ÐÕi Lý		V§n chuy¬n	99	2
1769	279	73	79	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1770	279	10	53	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1771	280	67	40	Vß½ng ÐÕi Cung	Ngß¶i d¸ch chuy¬n CÑ Ði¬m 1	V§n chuy¬n	2	2
1772	280	244	26	Tr¸nh Nh¸ HÖ	Ngß¶i d¸ch chuy¬n CÑ Ði¬m 2	V§n chuy¬n	2	2
1773	280	280	61	Ngô Tam Phát	Ngß¶i d¸ch chuy¬n CÑ Ði¬m 3	V§n chuy¬n	2	2
1774	280	297	252	Chu TÑ Tài	Ngß¶i d¸ch chuy¬n CÑ Ði¬m 4	V§n chuy¬n	2	2
1775	280	255	296	Lý Vô H°ng	Ngß¶i d¸ch chuy¬n CÑ Ði¬m 5	V§n chuy¬n	2	2
1776	280	67	286	Tôn Løc Bäo	Ngß¶i d¸ch chuy¬n CÑ Ði¬m 6	V§n chuy¬n	2	2
1777	280	32	248	Ti«n Th¤t Nã	Ngß¶i d¸ch chuy¬n CÑ Ði¬m 7	V§n chuy¬n	2	2
1778	280	35	53	Tri®u Bát Lai	Ngß¶i d¸ch chuy¬n CÑ Ði¬m 8	V§n chuy¬n	2	2
1779	280	72	28	Viêm MÕc Hung	Y Sß CÑ Ði¬m 1	Khôi phøc	2	3
1780	280	253	22	Viêm MÕc Kiêu	Y Sß CÑ Ði¬m 2	Khôi phøc	2	3
1781	280	293	70	Viêm MÕc Não	Y Sß CÑ Ði¬m 3	Khôi phøc	2	3
1782	280	291	259	Viêm MÕc Ki®t	Y Sß CÑ Ði¬m 4	Khôi phøc	2	3
1783	280	259	287	Viêm Quan KÏ	Y Sß CÑ Ði¬m 5	Khôi phøc	2	3
1784	280	65	297	Viêm H§u Nham	Y Sß CÑ Ði¬m 6	Khôi phøc	2	3
1785	280	23	253	Viêm Nhi Trung	Y Sß CÑ Ði¬m 7	Khôi phøc	2	3
1786	280	43	60	Viêm Trß·ng V®	Y Sß CÑ Ði¬m 8	Khôi phøc	2	3
1787	280	62	31	Viên ÐÕi Gia	Thß½ng Nhân CÑ Ði¬m 1	Thß½ng nhân 	2	4
1788	280	259	28	T« Nh¸ Gia	Thß½ng Nhân CÑ Ði¬m 2	Thß½ng nhân 	2	4
1789	280	285	57	Ngøy Tam Gia	Thß½ng Nhân CÑ Ði¬m 3	Thß½ng nhân 	2	4
1790	280	286	249	Lßu TÑ Gia	Thß½ng Nhân CÑ Ði¬m 4	Thß½ng nhân 	2	4
1791	280	265	291	Châu Ngû Gia	Thß½ng Nhân CÑ Ði¬m 5	Thß½ng nhân 	2	4
1792	280	57	290	Vß½ng Løc Gia	Thß½ng Nhân CÑ Ði¬m 6	Thß½ng nhân 	2	4
1793	280	34	254	Ngô Th¤t Gia	Thß½ng Nhân CÑ Ði¬m 7	Thß½ng nhân 	2	4
1794	280	26	60	Trß½ng Bát Gia	Thß½ng Nhân CÑ Ði¬m 8	Thß½ng nhân 	2	4
1795	282	280	45	Bän ð°: Long Tuy«n		V§n chuy¬n	99	1
1796	282	103	303	Bän ð°: Mai Lînh		V§n chuy¬n	99	1
1797	282	283	293	Trß¶ng cänh: Thanh Nguyên Ðµng		V§n chuy¬n	99	1
1798	282	251	63	C¯ Hoành T±		NV	2	2
1799	282	146	39	Hoa Mai			2	2
1800	282	151	60	Lßu Tra L­			2	2
1801	282	137	43	Dß½ng An			2	3
1802	282	189	41	Lý Lµ			2	2
1803	282	248	146	Lý Côn			2	3
1804	282	247	145	Hoa Th¦m			2	3
1805	282	261	170	Hàn Sâm			2	3
1806	282	260	169	BÕch Thiªt Lßu 			2	3
1807	282	279	127	Nghênh Khách Mao T£c			1	5
1808	282	17	274	C¦m Y Kh¤t Cái			1	5
1809	282	150	260	Hoa TØu Hoà Thßþng			1	5
1810	282	166	295	Ngøy Thiên			1	4
1811	282	266	185	H¡c Viên			1	5
1812	282	56	198	Cñ HÕt			1	5
1813	282	170	231	Yêu Tà Tri Thù			1	5
1814	282	232	232	Thi«m Th× Quái			1	5
1815	283	42	228	Trß¶ng cänh: Thanh Nguyên		V§n chuy¬n	99	1
1816	283	50	222	C¤m V® Ðô Th¯ng	Chiªu L®nh Ban B¯ Nhi®m Vø	Chiªu L®nh	2	2
1817	283	78	96	C¦m Y Kh¤t Cái			1	5
1818	283	61	69	Hoa TØu Hoà Thßþng			1	5
1819	283	199	69	Vån Võ TrÕng Nguyên			1	5
1820	283	141	226	LÕi Thiên Ðäo	S½n T£c Vß½ng	S½n T£c Vß½ng	1	3
1821	284	160	168	Bän ð°: Kính H°		V§n chuy¬n	99	2
1822	284	27	137	Ð£ng VÕn Nh§n	Ngß¶i d¸ch chuy¬n Mµ Dung	V§n chuy¬n	5	2
1823	284	159	163	Công Dã Khôn	Mµ Dung Thü V®	Phø bän	5	4
1824	284	69	125	Mµ Dung Th¡ng	Ngß¶i giao nhi®m vø Mµ Dung	Sß môn	5	3
1825	284	69	109	Mµ Dung ThuÏ	Ð±i v§t ph¦m danh xßng	Chß·ng môn	5	3
1826	284	48	144	Mµ Dung Ki®t	Ngß¶i bái sß Mµ Dung	Bái sß	5	3
1827	284	48	134	Mµ Dung Thanh S½n	Ngß¶i truy«n thø võ công Mµ Dung	Võ công	5	3
1828	284	25	166	Phong Thiên Lý	Ngß¶i quän lý Linh Dß½ng	Linh Dß½ng	5	3
1829	284	25	163	Phong Tiêu	Truy«n thø KÜ Thu§t	KÜ	5	3
1830	284	127	30	Vß½ng T¸ch HÕo	Truy«n thø Ma L® Thu§t	Ma L®	5	3
1831	284	132	31	Vß½ng Chi Lâm	Chï ðÕo kÛ nång Bói Toán	Bói Toán	5	3
1832	284	30	127	Bao Nhßþc Hành	Ngß¶i dçn ðß¶ng Mµ Dung S½n Trang	Dçn ðß¶ng	5	3
1833	284	45	23	Mµ Dung Tùy Phong	Ngß¶i truy«n thø khinh công Mµ Dung	Khinh công	5	3
1834	284	67	107	A Ðình			99	5
1835	284	71	107	A Ð°ng			99	5
1836	284	63	34	Th± Phi«n SØ Quan			99	5
1837	284	66	34	ÐÕi Li®u SØ Quan			99	5
1838	284	69	34	Tây HÕ SØ Quan			99	5
1839	284	154	93	Th§p Bát H÷c Sî.			99	5
1840	284	78	142	TrÕng Nguyên H°ng			99	5
1841	284	28	28	Hoa HÕc L®nh			99	5
1842	284	119	36	H°ng Lµ Trân			99	5
1843	250	42	231	B¯i cänh: ÐÕi Uy¬n		V§n chuy¬n	99	2
1844	250	72	30	Trß¶ng cänh: Thánh Höa Cung		V§n chuy¬n	99	2
1845	250	55	211	Cáp ÐÑc Kh¡c			2	3
1846	250	78	225	H°ng Tß¶ng			2	3
1847	250	76	188	MÕt L£c Kh¡c			2	3
1848	250	75	59	Ð¸ch ÐÕt LÕp			2	3
1849	250	205	45	Thanh Vân ÐÕo Trß·ng			2	3
1850	250	194	161	Ma La Ni			2	3
1851	250	97	78	Mµc Dß½ng			2	3
1852	250	75	201	Lan Ðoá			2	3
1853	250	112	42	Bái Höa SÑ Giä			1	3
1854	250	204	86	Höa Tinh Linh			1	3
1855	250	65	111	Höa Di­m Võ Sî			1	3
1856	250	197	174	Bái Höa Tª Tß			1	3
1857	250	195	44	Tam Ð¥u Khuy¬n			1	3
1858	250	95	148	Th¤m Thüy Ðà Thú			1	3
1859	256	24	106	Trß·ng cänh: Tát Mã		V§n chuy¬n	99	2
1860	256	23	95	C¤m V® Ðô Th¯ng	Chiªu L®nh Ban B¯ Nhi®m Vø	Chiªu L®nh	2	3
1861	256	52	95	Bái Höa SÑ Giä			1	5
1862	256	27	38	Höa Tinh Linh			1	5
1863	256	77	78	Höa Di­m Võ Sî			1	5
1864	256	81	48	Bái Höa Tª Tß			1	5
1865	256	102	85	Tam Ð¥u Khuy¬n			1	5
1866	256	51	59	Th¤m Thüy Ðà Thú			1	5
1867	289	160	169	Trß·ng cänh: Mµ Dung		V§n chuy¬n	99	2
1868	289	69	123	Thám Bí Phi T£c			1	5
1869	289	54	60	T¥m Thß Phi T£c			1	5
1870	289	160	90	Sßu Bäo Phi T£c			1	5
1871	224	64	61	Châu Hoa Vinh		V§n chuy¬n	99	2
1872	224	65	40	Tôn Tiªn Bäo	Kim Nguyên Bäo thß½ng nhân	KNB	2	3
1873	224	68	44	Ti«n phu nhân	Nhi®t mÕi ðiªm chß·ng quÛ	Bán chÕy	2	3
1874	224	61	43	MÕc T¥m	Thß½ng nhân chª tÕo nguyên li®u	NL	2	3
1875	224	61	29	Tôn Tø Tài	Chü chþ giao d¸ch nguyên bäo	Chþ	2	3
