INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING
572	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
573	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
574	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
575	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
576	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
577	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
578	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
579	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
580	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
581	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
582	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
583	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
584	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
585	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
586	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
587	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
588	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
589	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
590	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
591	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
592	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
593	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
594	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
595	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
596	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
597	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
598	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
599	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
600	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
601	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
602	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
603	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
604	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
605	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
606	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
607	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
608	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
609	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
610	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
611	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
612	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
613	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
614	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
615	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
616	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
617	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
