INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING	
70	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
71	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
72	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
73	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
74	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
75	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
76	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
77	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
78	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
79	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
80	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
81	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
82	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
83	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
84	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
85	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
86	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
87	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
88	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
89	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
90	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
91	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
92	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
93	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
94	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
95	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
96	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
97	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
98	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
99	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
100	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
101	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
102	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
103	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
104	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
105	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
106	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
107	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
108	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
109	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
110	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
111	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
112	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
113	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
114	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
115	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
116	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
117	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
118	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
119	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
120	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
121	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
122	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
123	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
124	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
125	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
126	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
127	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
128	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
129	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
130	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
131	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
132	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
133	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
134	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
135	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
136	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
137	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
138	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
139	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
140	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
141	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
142	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
143	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
144	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
145	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
146	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
147	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
